lake_name,sample,sample_type,mothur_id,latitude,longitude,Total,Aquatic,Wetland,Terrestrial
Austin.Lake,AUS_01,surface,AUS@01,42.172549,-85.555731,4,2,0,2
Austin.Lake,AUS_02,benthic,AUS@02,42.171633,-85.554749,10,4,2,2
Austin.Lake,AUS_03,surface,AUS@03,42.172578,-85.553855,4,2,0,2
Austin.Lake,AUS_04,surface,AUS@04,42.172077,-85.552223,1,1,0,0
Austin.Lake,AUS_05,surface,AUS@05,42.168736,-85.55256,6,2,1,1
Austin.Lake,AUS_06,surface,AUS@06,42.169328,-85.562576,2,1,0,1
Austin.Lake,AUS_07,benthic,AUS@07,42.169106,-85.562246,10,4,2,4
Austin.Lake,AUS_08,surface,AUS@08,42.163669,-85.564153,5,4,1,0
Austin.Lake,AUS_09,benthic,AUS@09,42.16693,-85.557918,4,2,0,1
Austin.Lake,AUS_10,surface,AUS@10,42.165792,-85.555365,6,3,0,3
Austin.Lake,AUS_11,surface,AUS@11,42.167474,-85.551348,4,0,1,3
Austin.Lake,AUS_12,surface,AUS@12,42.165996,-85.547834,7,1,0,6
Austin.Lake,AUS_13,surface,AUS@13,42.166702,-85.542627,0,0,0,0
Austin.Lake,AUS_14,surface,AUS@14,42.16667,-85.540284,3,0,1,1
Austin.Lake,AUS_15,benthic,AUS@15,42.16955,-85.545637,7,3,1,3
Austin.Lake,AUS_16,surface,AUS@16,42.171203,-85.543476,0,0,0,0
Austin.Lake,AUS_17,surface,AUS@17,42.172696,-85.542424,5,2,0,2
Austin.Lake,AUS_18,benthic,AUS@18,42.17404,-85.541666,0,0,0,0
Austin.Lake,AUS_19,surface,AUS@19,42.175083,-85.541201,2,0,1,0
Austin.Lake,AUS_20,benthic,AUS@20,42.175345,-85.540958,4,3,1,0
Austin.Lake,AUS_21,surface,AUS@21,42.171091,-85.538321,1,0,0,1
Austin.Lake,AUS_22,benthic,AUS@22,42.174627,-85.538753,4,2,0,2
Austin.Lake,AUS_23,surface,AUS@23,42.177993,-85.541667,4,2,0,0
Austin.Lake,AUS_24,surface,AUS@24,42.180734,-85.543351,1,1,0,0
Austin.Lake,AUS_25,surface,AUS@25,42.184364,-85.543352,3,1,1,1
Austin.Lake,AUS_26,surface,AUS@26,42.176112,-85.545645,2,2,0,0
Austin.Lake,AUS_27,benthic,AUS@27,42.169398,-85.551187,6,3,1,2
Austin.Lake,AUS_28,surface,AUS@28,42.173562,-85.550991,1,1,0,0
Austin.Lake,AUS_29,surface,AUS@29,42.178777,-85.552183,0,0,0,0
Austin.Lake,AUS_30,surface,AUS@30,42.18008,-85.554057,2,2,0,0
Austin.Lake,AUS_31,benthic,AUS@31,42.183113,-85.549443,5,4,0,1
Austin.Lake,AUS_32,surface,AUS@32,42.183517,-85.550219,0,0,0,0
Austin.Lake,AUS_33,surface,AUS@33,42.18523,-85.555589,5,1,1,2
Austin.Lake,AUS_34,surface,AUS@34,42.187684,-85.552083,5,3,1,1
Austin.Lake,AUS_35,benthic,AUS@35,42.188862,-85.550949,11,4,1,4
Austin.Lake,AUS_36,surface,AUS@36,42.188266,-85.554875,2,1,0,0
Austin.Lake,AUS_37,benthic,AUS@37,42.18908,-85.55479,3,2,0,1
Austin.Lake,AUS_38,surface,AUS@38,42.186905,-85.557246,5,2,0,3
Austin.Lake,AUS_39,surface,AUS@39,42.181957,-85.561704,8,3,2,2
Austin.Lake,AUS_40,surface,AUS@40,42.182488,-85.556166,7,1,0,5
Brevort.Lake,BRE_01,surface,BRE@01,45.991386,-84.878354,4,3,0,1
Brevort.Lake,BRE_02,surface,BRE@02,45.990851,-84.880412,1,0,0,1
Brevort.Lake,BRE_03,surface,BRE@03,45.988444,-84.883275,2,1,0,1
Brevort.Lake,BRE_04,benthic,BRE@04,45.984098,-84.884052,1,1,0,0
Brevort.Lake,BRE_05,surface,BRE@05,45.984486,-84.875331,0,0,0,0
Brevort.Lake,BRE_06,benthic,BRE@06,45.996522,-84.886131,10,5,2,3
Brevort.Lake,BRE_07,surface,BRE@07,45.996148,-84.898131,1,0,0,1
Brevort.Lake,BRE_08,surface,BRE@08,45.999873,-84.90045,2,0,0,2
Brevort.Lake,BRE_09,benthic,BRE@09,46.004923,-84.899118,6,2,0,4
Brevort.Lake,BRE_10,surface,BRE@10,46.005616,-84.896597,3,1,0,2
Brevort.Lake,BRE_11,surface,BRE@11,46.004236,-84.909051,2,1,0,1
Brevort.Lake,BRE_12,benthic,BRE@12,46.00955,-84.915091,1,0,0,1
Brevort.Lake,BRE_13,surface,BRE@13,46.004981,-84.923391,4,1,0,2
Brevort.Lake,BRE_14,surface,BRE@14,46.000496,-84.929137,1,1,0,0
Brevort.Lake,BRE_15,surface,BRE@15,46.001493,-84.934193,2,1,0,1
Brevort.Lake,BRE_16,surface,BRE@16,46.007698,-84.934324,1,0,0,1
Brevort.Lake,BRE_17,benthic,BRE@17,46.008719,-84.939574,2,0,0,2
Brevort.Lake,BRE_18,surface,BRE@18,46.009881,-84.944235,1,1,0,0
Brevort.Lake,BRE_19,benthic,BRE@19,46.012466,-84.948952,4,3,0,1
Brevort.Lake,BRE_20,surface,BRE@20,46.004798,-84.956263,2,1,0,1
Brevort.Lake,BRE_21,surface,BRE@21,45.999794,-84.955684,3,3,0,0
Brevort.Lake,BRE_22,benthic,BRE@22,46.007349,-84.963794,12,8,1,3
Brevort.Lake,BRE_23,surface,BRE@23,46.011581,-84.968384,3,0,0,3
Brevort.Lake,BRE_24,surface,BRE@24,46.009554,-84.972076,5,3,0,2
Brevort.Lake,BRE_25,surface,BRE@25,46.010786,-84.977972,4,4,0,0
Brevort.Lake,BRE_26,surface,BRE@26,46.015499,-84.97777,5,3,1,1
Brevort.Lake,BRE_27,benthic,BRE@27,46.017058,-84.968244,4,4,0,0
Brevort.Lake,BRE_30,surface,BRE@30,46.00127,-84.942491,4,1,1,2
Brevort.Lake,BRE_31,benthic,BRE@31,45.992003,-84.93756,5,4,0,1
Brevort.Lake,BRE_32,surface,BRE@32,45.991342,-84.938673,1,0,0,1
Brevort.Lake,BRE_35,surface,BRE@35,45.987375,-84.929296,4,2,0,2
Brevort.Lake,BRE_36,surface,BRE@36,45.983151,-84.924415,2,1,0,0
Brevort.Lake,BRE_37,surface,BRE@37,45.992946,-84.918175,3,0,0,3
Brevort.Lake,BRE_38,benthic,BRE@38,45.995733,-84.921291,1,1,0,0
Brevort.Lake,BRE_40,surface,BRE@40,45.987771,-84.912595,1,0,0,1
Brevort.Lake,BRE_41,surface,BRE@41,45.983795,-84.91151,0,0,0,0
Brevort.Lake,BRE_42,surface,BRE@42,45.978275,-84.911797,0,0,0,0
Brevort.Lake,BRE_44,benthic,BRE@44,45.983892,-84.904701,4,2,0,2
Brevort.Lake,BRE_45,surface,BRE@45,45.982985,-84.901636,1,0,0,1
Cass.Lake,CAS_01,benthic,CAS@01,42.61832,-83.3764,11,6,3,2
Cass.Lake,CAS_02,surface,CAS@02,42.61832,-83.3764,0,0,0,0
Cass.Lake,CAS_03,surface,CAS@03,42.61972,-83.38051,6,4,1,1
Cass.Lake,CAS_04,benthic,CAS@04,42.62034,-83.38109,8,5,1,2
Cass.Lake,CAS_05,surface,CAS@05,42.62107,-83.38198,3,3,0,0
Cass.Lake,CAS_06,surface,CAS@06,42.62165,-83.38299,13,10,1,2
Cass.Lake,CAS_07,surface,CAS@07,42.625312,-83.386602,4,3,0,1
Cass.Lake,CAS_08,surface,CAS@08,42.620054,-83.378456,5,5,0,0
Cass.Lake,CAS_09,surface,CAS@09,42.61376,-83.37601,0,0,0,0
Cass.Lake,CAS_10,surface,CAS@10,42.60989,-83.37587,1,0,1,0
Cass.Lake,CAS_11,surface,CAS@11,42.60501,-83.37874,1,0,0,1
Cass.Lake,CAS_12,surface,CAS@12,42.60125,-83.38708,5,1,2,2
Cass.Lake,CAS_13,benthic,CAS@13,42.60079,-83.39392,9,2,2,5
Cass.Lake,CAS_14,surface,CAS@14,42.59701,-83.3917,6,2,1,3
Cass.Lake,CAS_15,surface,CAS@15,42.59739,-83.39036,8,2,4,2
Cass.Lake,CAS_16,surface,CAS@16,42.60078,-83.37768,3,1,0,2
Cass.Lake,CAS_17,benthic,CAS@17,42.599969,-83.376491,0,0,0,0
Cass.Lake,CAS_18,surface,CAS@18,42.60173,-83.37568,2,0,0,2
Cass.Lake,CAS_19,surface,CAS@19,42.59789,-83.37098,2,0,1,1
Cass.Lake,CAS_20,benthic,CAS@20,42.59831,-83.37101,0,0,0,0
Cass.Lake,CAS_21,benthic,CAS@21,42.59948,-83.36758,21,6,6,9
Cass.Lake,CAS_22,surface,CAS@22,42.600108,-83.360778,3,1,2,0
Cass.Lake,CAS_23,surface,CAS@23,42.60112,-83.36026,4,2,0,2
Cass.Lake,CAS_24,surface,CAS@24,42.60566,-83.34904,1,0,0,1
Cass.Lake,CAS_25,benthic,CAS@25,42.61285,-83.34776,1,0,0,1
Cass.Lake,CAS_26,surface,CAS@26,42.60836,-83.35075,3,0,1,2
Cass.Lake,CAS_27,benthic,CAS@27,42.608,-83.35213,12,7,1,4
Cass.Lake,CAS_28,surface,CAS@28,42.60709,-83.35375,5,1,2,2
Cass.Lake,CAS_30,surface,CAS@30,42.601936,-83.372075,4,3,1,0
Cass.Lake,CAS_31,surface,CAS@31,42.605675,-83.374193,1,0,0,1
Cass.Lake,CAS_33,benthic,CAS@33,42.6134,-83.36338,1,0,0,1
Cass.Lake,CAS_36,surface,CAS@36,42.611508,-83.363162,3,2,1,0
Cass.Lake,CAS_37,surface,CAS@37,42.6134,-83.36338,1,1,0,0
Cass.Lake,CAS_38,surface,CAS@38,42.62045,-83.35516,4,2,0,2
Cass.Lake,CAS_39,benthic,CAS@39,42.62083,-83.35545,5,3,2,0
Cass.Lake,CAS_40,benthic,CAS@40,42.62247,-83.36111,5,3,0,2
Cass.Lake,CAS_41,benthic,CAS@41,42.62101,-83.36186,6,3,2,1
Cass.Lake,CAS_42,surface,CAS@42,42.6205,-83.36229,11,4,4,3
Cass.Lake,CAS_43,surface,CAS@43,42.61285,-83.366,16,1,2,13
Cass.Lake,CAS_44,surface,CAS@44,42.61379,-83.37073,4,0,0,4
Dumont.Lake,DUM_02,surface,4@2,42.5936,-85.86135,3,0,0,3
Dumont.Lake,DUM_03,surface,4@3,42.58995,-85.8625,13,2,4,7
Dumont.Lake,DUM_04,surface,4@4,42.5898,-85.86118333,3,0,0,3
Dumont.Lake,DUM_05,benthic,4@5,42.5905,-85.86065,5,1,1,3
Dumont.Lake,DUM_06,surface,4@6,42.59088333,-85.85833333,3,0,1,2
Dumont.Lake,DUM_07,surface,4@7,42.59021667,-85.85693333,14,3,5,6
Dumont.Lake,DUM_08,benthic,4@8,42.59033333,-85.85658333,14,2,8,4
Dumont.Lake,DUM_09,surface,4@9,42.58918333,-85.85791667,7,3,2,2
Dumont.Lake,DUM_10,surface,4@10,42.58981667,-85.85483333,10,4,2,4
Dumont.Lake,DUM_11,surface,4@11,42.59016667,-85.85215,26,7,9,10
Dumont.Lake,DUM_12,benthic,4@12,42.59081667,-85.85228333,7,4,1,2
Dumont.Lake,DUM_13,surface,4@13,42.59268333,-85.85561667,6,0,1,5
Dumont.Lake,DUM_14,benthic,4@14,42.59323333,-85.8548,8,3,1,4
Dumont.Lake,DUM_15,surface,4@15,42.59343333,-85.85258333,6,2,1,3
Dumont.Lake,DUM_16,surface,4@16,42.5945,-85.85431667,5,2,0,3
Dumont.Lake,DUM_17,surface,4@17,42.59678333,-85.85441667,15,6,3,6
Dumont.Lake,DUM_18,benthic,4@18,42.59705,-85.85483333,10,4,1,5
Dumont.Lake,DUM_19,surface,4@19,42.59716667,-85.85846667,15,4,2,9
Dumont.Lake,DUM_20,benthic,4@20,42.59606667,-85.85816667,1,0,0,1
Dumont.Lake,DUM_21,surface,4@21,42.59535,-85.86141667,5,1,2,2
Dumont.Lake,DUM_22,surface,4@22,42.59413333,-85.86178333,3,0,1,2
Dumont.Lake,DUM_23,benthic,4@23,42.59345,-85.86155,5,0,2,3
Dumont.Lake,DUM_24,surface,4@24,42.5958,-85.86278333,12,1,3,8
Dumont.Lake,DUM_25,surface,4@25,42.59618333,-85.86525,3,0,0,3
Dumont.Lake,DUM_26,surface,4@26,42.59561667,-85.86671667,5,1,1,3
Dumont.Lake,DUM_27,benthic,4@27,42.59561667,-85.86671667,8,2,2,4
Dumont.Lake,DUM_28,surface,4@28,42.5948,-85.86848333,9,0,3,6
Dumont.Lake,DUM_29,surface,4@29,42.59476667,-85.87025,11,0,4,7
Dumont.Lake,DUM_30a,surface,4@30a,42.59431667,-85.87066667,6,0,3,3
Dumont.Lake,DUM_31,benthic,4@31,42.59386667,-85.86978333,5,0,2,3
Dumont.Lake,DUM_33,surface,4@33,42.59288333,-85.87065,10,0,4,5
Dumont.Lake,DUM_34,surface,4@34,42.59165,-85.86978333,10,4,3,3
Dumont.Lake,DUM_35,benthic,4@35,42.59125,-85.86743333,9,1,2,6
Dumont.Lake,DUM_36,surface,4@36,42.59125,-85.86743333,7,2,2,3
Dumont.Lake,DUM_37,surface,4@37,42.5915,-85.86691667,11,2,3,6
Dumont.Lake,DUM_38,benthic,4@38,42.59191667,-85.86645,3,0,1,2
Dumont.Lake,DUM_39,surface,4@39,42.5909,-85.86613333,6,1,2,3
Dumont.Lake,DUM_40,surface,4@40,42.59041667,-85.86495,7,3,1,3
Dumont.Lake,DUM_41,benthic,4@41,42.59041667,-85.86495,7,2,2,3
Dumont.Lake,DUM_42,surface,4@42,42.5913,-85.86385,2,0,0,2
Dumont.Lake,DUM_43,benthic,4@43,42.59071667,-85.8627,1,0,0,1
Dumont.Lake,DUM_44,surface,4@44,42.59048333,-85.86175,3,0,1,2
Dumont.Lake,DUM_45,surface,4@45,42.59233333,-85.86016667,4,0,1,3
Dumont.Lake,DUM_46,benthic,4@46,42.59336667,-85.8604,19,3,7,9
Dumont.Lake,DUM_47,surface,4@47,42.59373333,-85.86078333,6,0,2,4
Dumont.Lake,DUM_48,surface,4@48,42.5944,-85.85831667,7,1,1,5
Dumont.Lake,DUM_49,surface,4@49,42.59221667,-85.85706667,6,1,0,4
Dumont.Lake,DUM_50,benthic,4@50,42.59221667,-85.85706667,3,0,1,2
Five.Channels.Impoundment,FIV_02,surface,8@2,44.46386667,-83.72153333,14,6,1,6
Five.Channels.Impoundment,FIV_03,surface,8@3,44.4637,-83.72156667,14,5,1,8
Five.Channels.Impoundment,FIV_04,benthic,8@4,44.4637,-83.7212,10,6,1,3
Five.Channels.Impoundment,FIV_05,surface,8@5,44.46401667,-83.72101667,11,5,0,6
Five.Channels.Impoundment,FIV_06,surface,8@6,44.46323333,-83.72103333,18,4,2,12
Five.Channels.Impoundment,FIV_07,surface,8@7,44.4642,-83.7181,0,0,0,0
Five.Channels.Impoundment,FIV_08,surface,8@8,44.46475,-83.71611667,17,6,1,10
Five.Channels.Impoundment,FIV_09,surface,8@9,44.46621667,-83.71651667,13,7,0,6
Five.Channels.Impoundment,FIV_10,surface,8@10,44.46793333,-83.71308333,0,0,0,0
Five.Channels.Impoundment,FIV_11,surface,8@11,44.46895,-83.7106,0,0,0,0
Five.Channels.Impoundment,FIV_12,benthic,8@12,44.46895,-83.7106,13,3,0,10
Five.Channels.Impoundment,FIV_13,surface,8@13,44.46813333,-83.70713333,16,5,1,9
Five.Channels.Impoundment,FIV_14,surface,8@14,44.46786667,-83.70646667,10,3,0,7
Five.Channels.Impoundment,FIV_15,benthic,8@15,44.46753333,-83.70718333,8,5,0,3
Five.Channels.Impoundment,FIV_16,surface,8@16,44.4657,-83.71005,15,10,0,4
Five.Channels.Impoundment,FIV_17,surface,8@17,44.46456667,-83.7075,21,6,2,12
Five.Channels.Impoundment,FIV_18,surface,8@18,44.46181667,-83.70816667,13,5,1,7
Five.Channels.Impoundment,FIV_19,benthic,8@19,44.46181667,-83.70816667,17,8,0,9
Five.Channels.Impoundment,FIV_20,surface,8@20,44.4617,-83.70643333,7,4,0,3
Five.Channels.Impoundment,FIV_21,surface,8@21,44.46338333,-83.7056,12,3,0,9
Five.Channels.Impoundment,FIV_22,surface,8@22,44.46265,-83.70235,9,2,0,7
Five.Channels.Impoundment,FIV_23,surface,8@23,44.46373333,-83.69805,11,4,0,6
Five.Channels.Impoundment,FIV_24,benthic,8@24,44.46373333,-83.69805,16,7,1,8
Five.Channels.Impoundment,FIV_25,benthic,8@25,44.46258333,-83.69695,21,7,2,12
Five.Channels.Impoundment,FIV_26,surface,8@26,44.4627,-83.69401667,15,5,2,8
Five.Channels.Impoundment,FIV_27,surface,8@27,44.46133333,-83.69246667,10,3,1,6
Five.Channels.Impoundment,FIV_28,surface,8@28,44.45981667,-83.69415,11,2,0,9
Five.Channels.Impoundment,FIV_29,benthic,8@29,44.45973333,-83.6936,16,6,0,10
Five.Channels.Impoundment,FIV_30,surface,8@30,44.45838333,-83.69351667,12,4,0,8
Five.Channels.Impoundment,FIV_31,surface,8@31,44.45656667,-83.69145,15,7,0,8
Five.Channels.Impoundment,FIV_32,surface,8@32,44.45805,-83.69043333,14,6,0,8
Five.Channels.Impoundment,FIV_33,surface,8@33,44.45868333,-83.68785,0,0,0,0
Five.Channels.Impoundment,FIV_34,benthic,8@34,44.45805,-83.6875,12,6,0,6
Five.Channels.Impoundment,FIV_36,surface,8@36,44.4561,-83.68591667,11,4,0,7
Five.Channels.Impoundment,FIV_37,benthic,8@37,44.45711667,-83.68388333,0,0,0,0
Five.Channels.Impoundment,FIV_38,surface,8@38,44.45931667,-83.68428333,10,3,0,7
Five.Channels.Impoundment,FIV_39,surface,8@39,44.45943333,-83.68171667,14,4,1,8
Five.Channels.Impoundment,FIV_40,surface,8@40,44.45726667,-83.68186667,13,5,2,6
Five.Channels.Impoundment,FIV_41,benthic,8@41,44.45736667,-83.68146667,11,5,0,6
Five.Channels.Impoundment,FIV_42,surface,8@42,44.4566,-83.68095,17,7,2,8
Five.Channels.Impoundment,FIV_43,surface,8@43,44.45503333,-83.6796,11,5,0,6
Five.Channels.Impoundment,FIV_44,benthic,8@44,44.45503333,-83.6796,8,4,0,4
Five.Channels.Impoundment,FIV_45a,surface,8@45a,44.45436667,-83.67816667,0,0,0,0
Five.Channels.Impoundment,FIV_46,surface,8@46,44.45528333,-83.67701667,4,1,0,3
Five.Channels.Impoundment,FIV_47,benthic,8@47,44.45526667,-83.67766667,10,4,0,6
Five.Channels.Impoundment,FIV_48,surface,8@48,44.45611667,-83.67658333,18,9,1,8
Five.Channels.Impoundment,FIV_49,surface,8@49,44.45786667,-83.67846667,0,0,0,0
Five.Channels.Impoundment,FIV_50,benthic,8@50,44.45786667,-83.67846667,0,0,0,0
Fourth.Lake,FOU_02,surface,1@2,41.8878,-84.59381667,9,4,3,2
Fourth.Lake,FOU_03,surface,1@3,41.8874,-84.5921,15,4,4,6
Fourth.Lake,FOU_04,surface,1@4,41.88681667,-84.59228333,7,3,2,2
Fourth.Lake,FOU_05,surface,1@5,41.88581667,-84.59216667,3,2,1,0
Fourth.Lake,FOU_06,surface,1@6,41.88585,-84.59276667,8,3,3,2
Fourth.Lake,FOU_07,surface,1@7,41.88631667,-84.59333333,8,2,2,4
Fourth.Lake,FOU_08,surface,1@8,41.88501667,-84.59385,10,3,2,5
Fourth.Lake,FOU_09,surface,1@9,41.88448333,-84.59453333,0,0,0,0
Fourth.Lake,FOU_10,surface,1@10,41.8843,-84.59525,11,3,2,6
Fourth.Lake,FOU_11,surface,1@11,41.88498333,-84.5954,6,1,3,2
Fourth.Lake,FOU_12,surface,1@12,41.88481667,-84.59685,6,1,3,2
Fourth.Lake,FOU_13,surface,1@13,41.88486667,-84.5979,5,1,1,3
Fourth.Lake,FOU_14,surface,1@14,41.88485,-84.59873333,13,2,7,4
Fourth.Lake,FOU_15,surface,1@15,41.88526667,-84.59873333,6,1,3,2
Fourth.Lake,FOU_16,surface,1@16,41.88566667,-84.59941667,5,1,2,2
Fourth.Lake,FOU_17,surface,1@17,41.88635,-84.59955,17,2,8,7
Fourth.Lake,FOU_18,surface,1@18,41.88726667,-84.59843333,8,2,4,2
Fourth.Lake,FOU_19,surface,1@19,41.8874,-84.59728333,6,2,3,1
Fourth.Lake,FOU_20,surface,1@20,41.88705,-84.59698333,6,2,2,2
Fourth.Lake,FOU_21,surface,1@21,41.88633333,-84.597,7,2,2,3
